Mac-ID,SMILES,Avg-B-Score,Avg-Res-Growth,Active
MAC-0001640,"c1(nc(C(F)(F)F)ccn1)N1CCC(NC(=O)Nc2c(cc(cc2)CCCC)C)CC1	",1.4995,0.9725,0
MAC-0001654,"C(=O)(N1CCN(C(=O)c2sccc2)CC1)OC(C)(C)C	",-0.6955,0.9495,0
MAC-0001657,"C(=O)(N1CCN(C(=O)OC(C)(C)C)CC1)Nc1ccc(C(F)(F)F)cc1	",-0.0935,1.0035,0
MAC-0001662,"S(=O)(=O)(NC(=O)NNc1c2c(csc2ncn1)c1ccccc1)c1ccc(cc1)C	",-3.2245,0.925,0
MAC-0001699,"N1(C(=O)CC2(C1=O)CCCC2)c1c(cc(S(=O)(=O)NCCNC)cc1)Cl	",0.1475,0.9055,0
MAC-0001702,"C(=O)(c1c(C(=O)O)cccc1)N1CCN(C(=O)OC(C)(C)C)CC1	",-1.957,0.945,0
MAC-0001709,"c12c(N3CCN(C(=O)C4CC4)CC3)ncnc2scc1c1ccccc1	",1.7355,0.975,0
MAC-0001712,"N1(C(=O)c2c(C1=O)cccc2)CCCN1CCN(Cc2c(F)cccc2Cl)CC1	",0.094,0.979,0
MAC-0001713,"c12c(csc2ncnc1N1CCN(Cc2c(F)cccc2Cl)CC1)c1sccc1	",1.019,0.976,0
MAC-0001716,"c1(CN2CCN(CC2)CCCNc2nc(C(F)(F)F)ccn2)c(Cl)cccc1F	",-0.454,0.959,0
MAC-0001717,"S(=O)(=O)(NC(=O)NCCCN1CCN(Cc2c(F)cccc2Cl)CC1)c1ccc(cc1)C	",1.067,1.024,0
MAC-0001719,"S(=O)(=O)(c1cc(c(NC(=O)C)cc1)Cl)N1CCCCC1	",-0.1885,0.966,0
MAC-0001720,"N(=C\c1ccc(Cl)cc1)/c1ccc(OCC(CN2CCCCC2)O)cc1	",1.9645,0.9315,0
MAC-0001733,"S(=O)(=O)(N1Cc2c(CC1)cccc2)c1cc(c(N2C(=O)CC3(C2=O)CCCC3)cc1)Cl	",1.0785,0.986,0
MAC-0001740,"c12c(csc1ncnc2NCc1occc1)c1ccc(cc1)C	",0.809,0.9755,0
MAC-0001750,"N1(C(=O)CC2(C1=O)CCCC2)c1c(cc(S(=O)(=O)Nc2c(C(=O)OC)scc2)cc1)Cl	",-1.1935,0.976,0
MAC-0001754,"c12c3n(nnn3)cnc1scc2c1ccc(cc1)C	",-0.568,0.969,0
MAC-0001756,"S(=O)(=O)(NC(=O)NCCNc1ncc(C(F)(F)F)cc1Cl)c1ccc(cc1)C	",0.26,0.976,0
MAC-0001757,"S(=O)(=O)(N1CCN(C(=O)OC(C)(C)C)CC1)c1ccc(cc1)Cl	",-0.18,1.0205,0
MAC-0001761,"c1(nc(C(F)(F)F)ccn1)N1CCC(NC(=O)Cc2cc(OC)ccc2)CC1	",-2.2505,1.015,0
MAC-0152347,"c1(c(nc(cc1)C(F)(F)F)C)NC(=O)C(Sc1ccccc1)(F)F	",-3.374,0.9065,0
MAC-0001763,"C1(=CN2C(N1)C(=CC(=C2)C(F)(F)F)Cl)C(=O)N1CCN(C(=O)OC(C)(C)C)CCC1	",-0.28,0.9935,0
MAC-0001764,"n1c(c(c(nc1c1cnccc1)C)Cl)N1CCN(Cc2ccc(F)cc2)CCC1	",-0.12,0.961,0
MAC-0001765,"n1c(c(c(nc1c1ncccc1)C)Cl)N1CCOCC1	",0.381,0.9785,0
MAC-0001766,"c1(ncc(C(F)(F)F)cc1Cl)N1CCC(NC(=O)Cc2cc(OC)ccc2)CC1	",2.2625,1.0005,0
MAC-0001771,"c1(N2CCSCC2)ncc(cn1)CCC	",0.433,0.968,0
MAC-0001775,"C(c1cc(c(nc1)NCCNC(=O)/C=C/C(=O)O)Cl)(F)(F)F	",1.5045,1.0255,0
MAC-0001776,"C(=O)(/C=C/C(=O)O)NCCNC(=O)Cc1ccc(cc1)O	",0.84,1.0295,0
MAC-0001778,"n1c(nsc1NCCCN1CCN(Cc2c(F)cccc2Cl)CC1)c1ccccc1	",-2.927,0.892,0
MAC-0001781,"N1(C(=O)c2c(C1=O)cccc2)CCCN1CCN(c2nc(C(F)(F)F)ccn2)CC1	",0.167,0.9785,0
MAC-0001782,"c1(CN2CCN(CC2)CCCNC(=O)c2cc(C(F)(F)F)ccc2)c(Cl)cccc1F	",-1.0365,0.932,0
MAC-0001788,"C(=O)(N1CCN(C(=O)/C=C/C(=O)O)CC1)OC(C)(C)C	",1.148,0.968,0
MAC-0001789,"n12c(nc(c1)C(=O)NCCCN1CCN(Cc3ccccc3)CC1)c(cc(c2)C(F)(F)F)Cl	",0.066,0.9575,0
MAC-0001792,"c1(C(=O)NCCCN2CCN(Cc3ccccc3)CC2)sccc1	",-0.372,0.939,0
MAC-0000030,"S(=O)(=O)(c1cc(c(NC(=O)C)cc1)Cl)NCCCN1CCN(Cc2ccccc2)CC1	",-0.4,0.986,0
MAC-0001802,"C(=O)(N1CCN(c2ncc(cn2)CCC)CCC1)OC(C)(C)C	",-0.7015,1.011,0
MAC-0001803,"N1(C(=O)CC2(C1=O)CCCC2)C1CCN(c2nc(C(F)(F)F)ccn2)CC1	",-4.4965,0.874,0
MAC-0152364,"c1(nc(C(F)(F)F)ccn1)N1CCC(C(=O)N)CC1	",-2.0985,0.9535,0
MAC-0001810,"c1(c(oc(c1)c1ccccc1)N)C#N	",-2.2305,0.9175,0
MAC-0001812,"c1(C(=O)N2CCN(C(=O)OC(C)(C)C)CC2)oc(cc1)Oc1cnccc1	",3.2375,0.9895,0
MAC-0001815,"c1(nc(C(F)(F)F)ccn1)N1CCC(C(=O)NCc2occc2)CC1	",1.5715,0.9715,0
MAC-0001817,"c1(nc(C(F)(F)F)ccn1)N1CCC(C(=O)NC2CCN(Cc3ccccc3)CC2)CC1	",0.7015,0.95,0
MAC-0001818,"C1(=Cc2c(OC1)ccc(c2)Cl)C(=O)NCCNc1ncc(C(F)(F)F)cc1Cl	",4.361,1.0365,0
MAC-0001822,"c1(ncc(cc1Cl)C)N1CCN(NC(=S)Nc2cnccc2)CC1	",-3.148,0.968,0
MAC-0001824,"c1([N+](=O)[O-])cc([N+](=O)[O-])ccc1N/N=C(\c1ccc(cc1)C)/CCC(=O)OC	",6.205,0.9715,0
MAC-0001833,"[N+](=O)(c1c(C(=O)N/N=C/c2ccc(NC(=O)C)cc2)cccc1)[O-]	",1.146,0.9715,0
MAC-0001841,"C(=O)(C(=O)Nc1cc(c(cc1)C)C)N/N=C/c1cc2c(OCO2)cc1	",0.374,0.928,0
MAC-0001842,"C(=O)(C(=O)Nc1cc(c(cc1)C)C)N/N=C/c1ncccc1	",-0.8085,0.928,0
MAC-0001845,"C(=S)(NNC(=O)c1cc(cc(c1)OC)OC)Nc1cc(Cl)ccc1	",-1.195,0.9245,0
MAC-0001849,"c1(c(cc(cc1C)C)C)CC(=O)NNC(=S)Nc1cc(SC)ccc1	",0.3425,0.928,0
MAC-0000033,"c1([N+](=O)[O-])c(Sc2c(N)cccc2)ccc(c1)c1nc2c(nc1)cccc2	",11.64,1.0985,0
MAC-0152378,"S(=O)(=O)(c1cc([N+](=O)[O-])c(N/N=C/c2cnccc2)cc1)NCc1occc1	",3.4575,1.022,0
MAC-0001866,"C(=O)(c1c(C(=O)O)cccc1)c1c(C)cccc1	",0.386,0.892,0
MAC-0001871,"c1(/C(=N/CC(O)C)/C)c(ccc(c1)Cl)O	",-0.9025,0.932,0
MAC-0001874,"C(=O)(/C=C/c1ccc(cc1)C(C)C)Nc1cc(SC)ccc1	",14.2695,1.062,0
MAC-0001875,"c1(oc(cc1)CSc1c(N)cccc1)C(=O)OC	",-0.214,0.9175,0
MAC-0001879,"c1(c(C(=O)C)cc(cc1Cl)Cl)OC(=O)c1ccc([N+](=O)[O-])cc1	",0.388,0.9245,0
MAC-0001882,"c1(/C(=N/N(C)C)/C)c(c(cc(c1)Cl)Cl)O	",-0.426,0.9025,0
MAC-0001899,"c1([N+](=O)[O-])oc(C(=O)NC2=NCCS2)cc1	",-3.4175,0.917,0
MAC-0001901,"N(C1=NCCS1)C(=O)c1sccc1	",3.9425,0.9895,0
MAC-0001905,"N(C1=NCCS1)C(=O)C(Oc1c(cc(cc1)Cl)Cl)C	",3.9185,0.892,0
MAC-0001906,"C1(=NCCS1)NC(=O)Cc1ccccc1	",2.9775,0.9355,0
MAC-0001907,"c1([N+](=O)[O-])oc(C(=O)NCc2cnccc2)cc1	",-1.5375,0.8525,0
MAC-0001908,"c1([N+](=O)[O-])oc(C(=O)NCc2sccc2)cc1	",-2.052,0.8595,0
MAC-0001910,"c1([N+](=O)[O-])oc(C(=O)N2CCOCC2)cc1	",0.581,0.8885,0
MAC-0001911,"c1([N+](=O)[O-])oc(C(=O)Nc2ccc([N+](=O)[O-])cc2)cc1	",-1.5685,0.852,0
MAC-0001912,"c1([N+](=O)[O-])oc(C(=O)NCc2ccccc2)cc1	",-0.581,0.91,0
MAC-0001918,"c1([N+](=O)[O-])oc(C(=O)SCc2c(Cl)cccc2Cl)cc1	",-2.6385,0.9645,0
MAC-0001926,"c1([N+](=O)[O-])oc(C(=O)NC(=N)C(C)(C)C)cc1	",-0.339,0.892,0
MAC-0001939,"C(=S)(Nc1c2c(ccc1)cccc2)NCc1occc1	",-0.988,0.939,0
MAC-0001943,"c1([N+](=O)[O-])cc([N+](=O)[O-])ccc1NN=C(C1CC1)C1CC1	",3.1235,0.95,0
MAC-0001947,"C1(C(=O)N)(NC2CCCCC2)CCCCC1	",-0.035,0.9285,0
MAC-0001948,"c1(c(cc(/C=C\2/C(=O)CCCC2)cc1OC)OC)OC	",0.247,0.932,0
MAC-0001953,"c1(c2c(nc(c1)C)ccc(c2)Br)C(=O)OCC	",0.393,0.9205,0
MAC-0001954,"c1(c2c(nc(c1)C)ccc(c2)Br)C(=O)NN	",0.4485,0.968,0
MAC-0001958,"S(=O)(=O)(c1ccc(/N=C/c2c(O)cccc2)cc1)N	",0.02,1.004,0
MAC-0001961,"S(=O)(=O)(Nc1nc(cc(n1)C)C)c1ccc(/N=C/c2cc(c(c(c2)OC)OC)OC)cc1	",-0.06,0.906,0
MAC-0001971,"[N+](=O)(c1cc(/C(=N/N=C(/c2cc([N+](=O)[O-])ccc2)\C)/C)ccc1)[O-]	",9.3645,1.062,0
MAC-0001981,"c1(C(=O)C(=O)Nc2ccc(cc2)OCC)c(NC(=O)C)ccc(c1)Br	",-0.145,0.9245,0
MAC-0001983,"c1(C(=O)C(=O)Nc2cc3c(OCO3)cc2)c(NC(=O)C)ccc(c1)Br	",0.6755,0.9465,0
MAC-0001991,"c1(sc2c(c1Cl)cccc2)C(=O)OC	",-2.7575,0.91,0
MAC-0001995,"c1(sc2c(c1Cl)cccc2)C(=O)NC(C#C)(CC)CC	",0.38,0.932,0
MAC-0002003,"n1(c(n[nH]c1=S)c1cnccc1)c1cc(OC)ccc1	",0.38,0.9785,0
MAC-0002005,"C1(C(=O)NCCC1)C(=O)NN	",2.1615,1.0255,0
MAC-0002007,"N1(N=C(OC1(C)C)c1cnccc1)C(=O)C	",1.0385,0.9175,0
MAC-0002012,"C(=O)(c1cnccc1)N/N=C/c1occc1	",-0.5705,0.9535,0
MAC-0002013,"C(=O)(c1cnccc1)N/N=C/c1sccc1	",-0.3825,0.921,0
MAC-0002016,"N1(C(OC(=N1)c1cnccc1)c1c(Cl)cccc1)C(=O)C	",-0.5775,0.9315,0
MAC-0002017,"C(=N)(NNC(=O)c1cnccc1)c1ncccc1	",-3.6625,0.899,0
MAC-0002018,"C(=O)(c1cnccc1)NNC(=N)c1ccncc1	",1.4505,0.9425,0
MAC-0002019,"[nH]1c(nnc1c1cnccc1)c1ncccc1	",0.1425,0.975,0
MAC-0002020,"[nH]1c(nnc1c1ccncc1)c1cnccc1	",-0.12,1.022,0
MAC-0002022,"C(=O)(N/N=C/c1c(c(OC)ccc1)OC)c1ccncc1	",2.499,0.953,0
MAC-0002025,"C(=O)(N/N=C/c1ccc(N(C)C)cc1)c1ccncc1	",0.515,0.986,0
MAC-0002030,"S1C(SCc2c(cc(c(c2)C)C)C1)c1cc(c(cc1)O)OC	",-0.6885,0.939,0
MAC-0002043,"C1(C(=O)NCCC1)C(=O)NNC(=S)NCc1ccccc1	",0.48,0.9645,0
MAC-0002045,"n1(c(n[nH]c1=S)C1C(=O)NCCC1)Cc1ccccc1	",0.414,0.9645,0
MAC-0002048,"c1(c2nc3c(c(=O)o2)cc(cc3)C)sc2c(c1Cl)cccc2	",-0.748,0.9385,0
MAC-0002057,"c1(c(=N)oc2c(c1)cccc2OC)C#N	",-1.0955,0.9825,0
MAC-0002062,"c1(C(=O)N(C(c2cc3c(OCO3)cc2)C#N)Cc2ccccc2)sc2c(c1Cl)cccc2	",5.338,1.087,0
MAC-0000037,"c1(c(noc1C)c1c(Cl)cccc1)C(=O)N1Cc2c(CC1)cccc2	",-1.558,0.8955,0
MAC-0002067,"c1(sc2c(c1Cl)cccc2)C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	",4.5455,1.0245,0
MAC-0002068,"C(=S)(NC(=O)c1cc(c(c(c1)OC)OC)OC)NC(=O)N	",1.4025,0.969,0
MAC-0002069,"C(=O)(NC(=S)NC(=O)N)c1c(Cl)cccc1	",0.0655,0.9915,0
MAC-0002072,"c1(C(=O)Nc2c(NC(=O)C)ccc(c2)OC)c(cc(cc1)Cl)Cl	",-0.938,0.9695,0
MAC-0002076,"C(=S)(Nc1c(cccc1C)C)Nc1cc(c(cc1)OC)OC	",-1.5095,0.9545,0
MAC-0002078,"C(=S)(Nc1c(NC(=O)C)ccc(c1)OC)Nc1c(cc(cc1)C)C	",-0.0655,1.0285,0
MAC-0000039,"C1(Nc2c3c(N1)cccc3ccc2)c1cc(c(c(c1)OC)OC)OC	",-1.3165,0.9545,0
MAC-0002084,"C(=S)(N1CCC(C(=O)OCC)CC1)Nc1cc(ccc1)C	",1.523,0.888,0
MAC-0002087,"c1(c(cc(cc1OC)/C=N/c1cc(NC(=O)C)c(cc1)C)OC)OC	",0.5375,0.925,0
MAC-0002090,"N(=C\c1cc(c(cc1)Cl)Cl)/c1cc(NC(=O)C)ccc1C	",-1.5745,0.8845,0
MAC-0002091,"[N+](=O)(c1c(NC(=O)C)ccc(c1)C)[O-]	",-2.2725,0.914,0
MAC-0002095,"c1(c(cc(/C=N/c2c(NC(=O)C)ccc(c2)C)cc1OC)OC)OC	",-0.5045,0.9285,0
MAC-0002097,"N(=C\c1ccncc1)/c1c(NC(=O)C)ccc(c1)C	",1.1635,0.9435,0
MAC-0002101,"c1(nc2c(s1)cccc2)Nc1cc(c(cc1)C)Cl	",5.521,1.054,0
MAC-0002104,"c1(c(c(cc(c1)Cl)Cl)O)/C=N/c1cc2nc[nH]c2cc1	",-1.2085,0.958,0
MAC-0002105,"c1(c(cc(cc1OC)/C=N/c1cc2c(oc(=O)cc2)cc1)OC)OC	",0.0865,0.8735,0
MAC-0000041,"c1(C(SCC(=O)O)SCC(=O)O)sccc1	",2.3515,0.951,0
MAC-0002110,"c1(c(cc(C(SCC(=O)O)SCC(=O)O)cc1OC)OC)OC	",-0.631,0.899,0
MAC-0002111,"c12cc(C(SCC(=O)O)SCC(=O)O)ccc1OCO2	",-0.972,0.936,0
MAC-0002112,"c1(c(cc(cc1OC)CNc1c(NC(=O)C)ccc(c1)OC)OC)OC	",0.1025,0.9395,0
MAC-0002114,"c1(C(=O)N2C(CC(=O)Nc3c2cccc3)C)c(noc1C)c1c(Cl)cccc1	",1.3975,0.951,0
MAC-0002116,"c1(C(=O)N2C(CC(=O)Nc3c2cccc3)C)sc2c(c1Cl)cccc2	",-0.429,0.98,0
MAC-0002127,"c12c(OCO1)ccc(c2)/C=N/Cc1ccccc1	",-2.1845,0.925,0
MAC-0002128,"N(=C\c1cc(cc(c1)Cl)Cl)/Cc1ccccc1	",1.4205,0.87,0
MAC-0002134,"n1(c(=O)c2c(nc1C)cc(cc2)Cl)c1ccc(cc1)Cl	",0.168,0.903,0
MAC-0002137,"C(=O)(c1c(/N=C/c2c(O)cccc2)cccc1)Nc1ccc(F)cc1	",0.7375,0.8955,0
MAC-0002144,"c1(c(cc(/C=N/c2cc(c(cc2OC)Cl)OC)cc1OC)OC)OC	",-1.168,0.91,0
MAC-0002148,"c1(c(NC(=O)c2ccccc2)cccc1)C(=O)OC	",0.2635,0.9215,0
MAC-0002155,"c1(c([N+](=O)[O-])cccc1C(=O)OC)C(=O)OC	",-0.876,0.8995,0
MAC-0002160,"N1(C(SCC1=O)c1cc2c(OCO2)cc1)c1ccc(cc1)F	",1.7755,0.9875,0
MAC-0002162,"C(c1cc(/N=C/c2ccccc2)ccc1)(F)(F)F	",-2.857,0.925,0
MAC-0002163,"N(=C\c1ccccc1)/c1ccc(cc1)OC	",-0.1585,0.859,0
MAC-0002164,"S(=O)(=O)(c1cc([N+](=O)[O-])ccc1C)N	",-1.305,0.892,0
MAC-0152461,"c12c(C(=O)NS2(=O)=O)ccc(c1)[N+](=O)[O-]	",1.1665,0.9105,0
MAC-0002166,"c1(nc(nc(n1)OC)OC)N1CCC(C(=O)OCC)CC1	",0.6295,0.9435,0
MAC-0002169,"c1(C(=O)N2c3c(cc(cc3)C)CCC2)sc2c(c1Cl)cccc2	",11.0675,1.0685,0
MAC-0002171,"c1(c(noc1C)c1c(Cl)cccc1Cl)C(=O)N1c2c(cc(cc2)OC)CCC1	",0.192,0.921,0
MAC-0002175,"c1(c(c(cc(c1)Cl)Cl)O)/C=N/c1c2ncccc2ccc1	",-4.2455,0.918,0
MAC-0002179,"c1(sc2c(c1Cl)cccc2)C(=O)NNC(=S)Nc1cc(C(F)(F)F)ccc1	",-7.982,0.859,0
MAC-0002198,"S(=O)(=O)(c1cc([N+](=O)[O-])ccc1C)Nc1cc(C(F)(F)F)ccc1	",-0.433,0.855,0
MAC-0002200,"S(=O)(=O)(Nc1c(cc(cc1C)C)C)c1cc([N+](=O)[O-])ccc1C	",0.624,0.9175,0
MAC-0002201,"S(=O)(=O)(c1cc([N+](=O)[O-])ccc1C)Nc1cc2c(OCO2)cc1	",-1.754,0.8735,0
MAC-0002216,"S(=O)(=O)(c1ccc(C(=O)SCC(=O)OCC)cc1)N(CCC)CCC	",0.018,0.936,0
MAC-0002220,"n1(c(nnc1S)c1ccc(cc1)OC)c1c(Cl)cccc1	",0.257,0.9285,0
MAC-0152472,"c1(c(c(cc(c1)Cl)Cl)O)/C=N/NC(=O)CCc1ccc(cc1)O	",0.682,0.9285,0
MAC-0002242,"C(SCC(=O)O)(SCC(=O)O)(c1ccccc1)C	",0.793,0.984,0
MAC-0002253,"S(=O)(=O)(N(c1ccc(cc1)F)Cc1cc2c(OCO2)cc1)c1cc(C(F)(F)F)ccc1	",3.748,1.002,0
MAC-0002257,"C1(SCC(=O)O)(SCC(=O)O)CCCCCC1	",-0.0385,0.8515,0
MAC-0002263,"C(SCC(=O)O)(SCC(=O)O)(CC(C)C)C	",-0.35,0.8955,0
MAC-0002266,"C(=S)(N1CCC(NC(=O)C)CC1)Nc1cc(ccc1Cl)Cl	",-1.697,0.8665,0
MAC-0002289,"c1(c(cc(cc1OC)/C=N/NC(=O)CCc1ccc(cc1)O)OC)OC	",1.5845,0.947,0
MAC-0002290,"C(=O)(N/N=C/C=C/c1ccccc1)CCc1ccc(cc1)O	",1.114,0.9325,0
MAC-0002309,"S(=O)(=O)(N1Cc2c(CC1)cccc2)C	",-2.033,0.8845,0
MAC-0000055,"S(=O)(=O)(N1c2c(CCC1)cccc2)C	",-0.4835,0.958,0
MAC-0002325,"C(=S)(N(Cc1cc(c(c(c1)OC)OC)OC)CC)Nc1cc(SC)ccc1	",4.5195,0.9875,0
MAC-0002326,"C(=O)(NCc1ccc(Cl)cc1)c1ccccc1	",5.779,0.903,0
MAC-0002329,"c1(c(=O)oc2c(c1)cc(cc2Cl)Cl)C(=O)C	",-0.2175,0.8735,0
MAC-0002333,"c1(c(=O)oc2c(c1)cccc2)NC(=O)C	",1.278,0.881,0
MAC-0002334,"n1(c(nnc1CCc1ccc(cc1)O)S)c1ccc(cc1)F	",0.9525,0.914,0
MAC-0002339,"c1(c(c(on1)C)NC(=O)NNC(=O)c1cc(c(c(c1)OC)OC)OC)c1c(Cl)cccc1Cl	",-0.6905,0.8845,0
MAC-0002342,"c1(c(c(on1)C)NC(=O)NNC(=O)c1c(noc1C)c1ccccc1)c1c(Cl)cccc1	",-0.693,0.877,0
MAC-0002208,"n1c2c(c(cc1C)O)cccc2	",0.2175,0.9435,0
MAC-0002350,"N1(C(=O)C(/C(=C(/Nc2ccc(F)cc2)\C)/C(=O)OCC)CC1=O)c1ccccc1	",4.3375,1.0245,0
MAC-0002351,"S(=O)(=O)(Nc1cc([N+](=O)[O-])c(cc1)C)C	",-0.8885,0.855,0
MAC-0002356,"c1(nc(nc(n1)N1CCOCC1)N1CCOCC1)N1c2c(CCC1)cccc2	",-0.6665,0.9065,0
MAC-0002363,"S(=O)(=O)(Nc1cc(/N=C/c2sccc2)c(cc1)C)C	",0.296,0.9065,0
MAC-0002366,"S(=O)(=O)(Nc1cc(/N=C/c2c(c(cc(c2)Cl)Cl)O)c(cc1)C)C	",0.3975,0.947,0
MAC-0002379,"n1(c(=S)[nH]c2c(c1=O)cccc2)CCCOC	",-0.304,0.929,0
MAC-0002383,"N1(C(=O)CC(=N1)C)c1ccc(/N=C/c2cc(c(cc2)O)OC)cc1	",0.83,0.936,0
MAC-0000058,"C1(=C(N(C(=O)C1CC(=O)Nc1ccc(F)cc1)c1ccc(cc1)F)C)C(=O)OCC	",0,0.98,0
MAC-0002389,"C1(=C(C(=O)N(C1C)c1ccc(cc1)F)CC(=O)Nc1ccc(cc1)OC)C(=O)OCC	",0.1875,1.054,0
MAC-0002396,"C(=C(\Nc1ccc(cc1)OC)/C)/C(=O)OCC	",-0.1875,0.947,0
MAC-0002410,"c1(c(=O)oc2c(c1)cccc2)C(=O)O	",-3.714,0.9505,0
MAC-0002413,"c1(sc(nn1)Nc1ccc(F)cc1)c1c(Cl)cccc1	",1.263,1.0025,0
MAC-0002419,"S(=O)(=O)(c1cc(c(cc1Cl)Cl)Cl)N(Cc1cc(c(c(c1)OC)OC)OC)CC	",-6.2575,0.9435,0
MAC-0002421,"C(=N\N=C\c1cc2c(OCO2)cc1)(\C(=O)c1ccccc1)/c1ccccc1	",7.7525,1.1165,0
MAC-0002423,"C(=N\N=C\c1sccc1)(\C(=O)c1ccccc1)/c1ccccc1	",9.652,1.1345,0
MAC-0002431,"S(=O)(=O)(N(Cc1ccc(N(C)C)cc1)C(C)C)c1ccc(cc1)F	",-4.1495,1.01,0
MAC-0002434,"c1(C(=O)Oc2c3c(nc(c2)C)ccc(c3)F)c(noc1C)c1ccccc1	",-1.0395,0.9595,0
MAC-0002435,"c1(sc2c(c1Cl)cccc2)C(=O)Oc1c2c(nc(c1)C)ccc(c2)F	",-1.377,0.9095,0
MAC-0002436,"c1(c(c(cc(c1)Cl)Cl)O)/C=N/c1cc2c(OCOC2)cc1	",1.529,1.002,0
MAC-0002438,"c1(sc2c(c1Cl)cccc2)C(=O)Nc1cc2nn[nH]c2cc1	",7.798,1.0755,0
MAC-0002439,"n1nc2c([nH]1)ccc(NC(=O)c1cc(c(c(c1)OC)OC)OC)c2	",-0.725,0.9875,0
MAC-0152511,"c1(c(C(=O)Nc2cc3c(cc2)[nH]nn3)c(on1)C)c1ccccc1	",-0.0145,0.98,0
MAC-0002441,"n1nc2c([nH]1)ccc(/N=C/c1c(c(cc(c1)Cl)Cl)O)c2	",0.0145,0.97,0
MAC-0002446,"c12c(cc(nc1ccc(c2)Cl)C)OCc1cc(C(=O)C)ccc1OC	",11.2785,1.1745,0
MAC-0000354,"c1(=O)n(c(nc2c1ccc(c2)Cl)C)c1cnccc1	",0.3915,0.9655,0
MAC-0002452,"n1(c(=O)c2c(nc1C)cc(cc2)Cl)Cc1ccncc1	",0.2895,0.9205,0
MAC-0002453,"n1(c(=O)c2c(nc1C)cc(cc2)Cl)CC1OCCC1	",-0.0125,0.9655,0
MAC-0002454,"C(=O)(c1ccc(/N=C/c2ncccc2)cc1)OCC	",0.295,0.9545,0
MAC-0002466,"C1(N(CC2N1CCCC2)c1ccc(C(=O)OCC)cc1)c1c(c(OC)ccc1)O	",-1.2865,0.9655,0
MAC-0002471,"S(=O)(=O)(Nc1cc(NC(=S)Nc2cc(ccc2)C)ccc1C)C	",0.171,0.969,0
MAC-0002472,"S(=O)(=O)(Nc1c(cc([N+](=O)[O-])cc1)Cl)c1ccc(cc1)Cl	",-0.054,0.9555,0
MAC-0002473,"c1(c([N+](=O)[O-])ccc(c1)C)C(=O)NCC(=O)O	",-0.448,0.9935,0
MAC-0002484,"S(=O)(=O)(Nc1cc(NC(=S)NC(=O)c2ccccc2)ccc1C)C	",0.251,0.963,0
MAC-0000062,"N1=C(OC(=O)/C/1=C/c1sccc1)c1cc([N+](=O)[O-])c(cc1)C	",6.5985,1.0095,0
MAC-0152524,"c1(c(ccc(c1)C)[N+](=O)[O-])C(=O)Nc1c(cc(cc1)NC(=O)C)C	",-0.157,0.963,0
MAC-0002497,"C(=O)(c1c(Cl)cccc1Cl)Nc1c(cc(NC(=O)C)cc1)C	",-0.3375,0.9445,0
MAC-0002502,"c1([N+](=O)[O-])c(NC(=S)NC(=O)c2ccccc2)ccc(c1)OC	",-1.923,0.9555,0
MAC-0002515,"S(=O)(=O)(Nc1c([N+](=O)[O-])cc(cc1)OC)c1ccc(cc1)C	",0.0305,0.9655,0
MAC-0002517,"S(=O)(=O)(Nc1cc([N+](=O)[O-])c(cc1)C)c1ccc(cc1)C	",1.5595,0.976,0
MAC-0002526,"S(=O)(=O)(Nc1c(cc(cc1)C)N)c1ccc(cc1)Cl	",-0.5885,0.991,0
MAC-0002528,"S(=O)(=O)(Nc1c(NS(=O)(=O)c2ccc(cc2)C)ccc(c1)C)c1ccc(cc1)F	",-0.6125,0.9695,0
MAC-0002535,"S(=O)(=O)(Nc1c(NC(=S)NCCCOC)cc(cc1)C)c1ccc(cc1)C	",-2.446,0.8995,0
MAC-0002539,"c1(c(=O)oc2c(c1)cccc2)C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1	",0.4635,0.991,0
MAC-0002541,"c1(c([nH]c2c1cc(cc2)O)C)C(=O)OCC	",0.275,0.973,0
MAC-0002543,"S(=O)(=O)(c1cc(c(cc1Cl)Cl)Cl)Nc1c([N+](=O)[O-])ccc(c1)C	",-0.0595,1.001,0
MAC-0002549,"c1(c(nc2c(c1c1ccccc1)cc(cc2)Cl)N)C#N	",5.105,1.0585,0
MAC-0002564,"C(=S)(Nc1cc(NC(=O)C)ccc1C)Nc1cc(c(cc1)Cl)Cl	",-2.297,0.9415,0
MAC-0002567,"S(=O)(=O)(c1cc(ccc1Cl)Cl)Nc1cc(NC(=O)C)ccc1C	",-0.4715,1.0125,0
MAC-0002582,"N1(CCC2NCCCC2)CCCCC1	",-1.1715,0.9205,0
MAC-0002583,"n1(c(=O)c2c(nc1C)c(ccc2)C)CCNCc1ccccc1	",1.7185,0.9165,0
MAC-0002584,"c1(/C(=C/c2sccc2)/C#N)c2c(sc1)ccc(c2)Cl	",9.578,1.08,0
MAC-0002586,"S(=O)(=O)(N(CCc1ncccc1)c1ccccc1)c1ccc(Cl)cc1	",0.705,0.9385,0
MAC-0002592,"c1(C(=O)N(CCc2ncccc2)c2ccccc2)c([N+](=O)[O-])ccc(c1)C	",0.374,0.9665,0
MAC-0002596,"c1(c([N+](=O)[O-])ccc(c1)C)C(=O)N/N=C/c1cc(c(c(c1)OC)OC)OC	",-1.892,0.9165,0
